YEAR,MO,DY,HR,T2M,QV2M,WS2M
2019,8,13,12,37.76,6.04,3.93
2019,8,13,13,38.15,5.8,4.33
2019,8,13,14,38.15,5.68,4.72
2019,8,13,15,37.75,5.62,4.94
2019,8,13,16,36.92,5.68,4.88
2019,8,13,17,35.59,5.74,4.23
2019,8,13,18,32.09,5.92,2.2
2019,8,13,19,30.38,6.23,2.36
2019,8,13,20,29.44,6.65,2.78
2019,8,13,21,28.29,7.14,2.89
2019,8,13,22,27.01,7.63,2.6
2019,8,13,23,25.87,8.24,2.22
2019,8,14,0,24.9,8.91,1.89
2019,8,14,1,24.11,9.52,1.62
2019,8,14,2,23.48,9.89,1.42
2019,8,14,3,23.01,10.01,1.29
2019,8,14,4,22.66,9.95,1.23
2019,8,14,5,22.65,9.89,1.18
2019,8,14,6,25.64,9.83,1.88
2019,8,14,7,28.76,9.22,1.72
2019,8,14,8,33.84,6.65,0.81
2019,8,14,9,36.39,6.16,1.24
2019,8,14,10,38.08,6.1,1.9
2019,8,14,11,39.31,6.04,2.34
2019,8,14,12,40.08,5.98,2.68
2019,8,14,13,40.46,5.92,2.9
2019,8,14,14,40.45,5.92,3.02
2019,8,14,15,40.13,5.92,3
2019,8,14,16,39.4,5.98,2.8
2019,8,14,17,37.9,6.04,1.86
2019,8,14,18,34.38,6.1,1.09
2019,8,14,19,32.69,6.1,1.23
2019,8,14,20,31.36,6.16,1.43
2019,8,14,21,30.27,6.35,1.86
2019,8,14,22,29.23,7.08,2.38
2019,8,14,23,28.17,7.81,2.68
2019,8,15,0,27.2,8.3,2.55
2019,8,15,1,26.39,8.54,2.22
2019,8,15,2,25.76,8.79,1.9
2019,8,15,3,25.3,8.97,1.65
2019,8,15,4,25.01,8.97,1.45
2019,8,15,5,25.05,8.85,1.25
2019,8,15,6,27.85,8.73,1.57
2019,8,15,7,30.79,8.3,1.29
2019,8,15,8,35.9,6.9,0.44
2019,8,15,9,38.86,6.41,2.03
2019,8,15,10,40.3,6.35,2.85
2019,8,15,11,41.29,6.35,3.5
2019,8,15,12,41.97,6.29,4.07
2019,8,15,13,42.37,6.16,4.47
2019,8,15,14,42.37,5.92,4.79
2019,8,15,15,41.92,5.68,5.03
2019,8,15,16,40.94,5.55,4.96
2019,8,15,17,39.3,5.55,3.78
2019,8,15,18,35.11,5.68,1.92
2019,8,15,19,33.35,6.1,2.12
2019,8,15,20,32.35,7.02,2.88
2019,8,15,21,31.07,8.48,3.59
2019,8,15,22,29.71,10.01,3.93
2019,8,15,23,28.55,11.17,3.98
2019,8,16,0,27.73,11.9,3.84
2019,8,16,1,27.06,12.51,3.57
2019,8,16,2,26.48,13.12,3.28
2019,8,16,3,25.96,13.49,3.02
2019,8,16,4,25.48,13.73,2.89
2019,8,16,5,25.19,13.98,2.99
2019,8,16,6,26.48,14.04,3.86
2019,8,16,7,29.51,12.7,4.01
2019,8,16,8,33.01,10.44,3.91
2019,8,16,9,36.33,8.79,3.25
2019,8,16,10,38.51,8.06,2.55
2019,8,16,11,39.73,7.69,2.37
2019,8,16,12,40.38,7.63,2.5
2019,8,16,13,40.63,7.63,2.73
2019,8,16,14,40.46,7.63,2.94
2019,8,16,15,39.87,7.69,3.13
2019,8,16,16,38.83,7.75,3.37
2019,8,16,17,37.4,7.93,3.6
2019,8,16,18,34.69,8.24,3.11
2019,8,16,19,33.33,8.97,4.68
2019,8,16,20,31.95,9.58,5.44
2019,8,16,21,30.48,9.89,5.21
2019,8,16,22,29.25,10.07,4.54
2019,8,16,23,28.2,10.38,3.86
2019,8,17,0,27.19,10.74,3.36
2019,8,17,1,26.24,11.29,3
2019,8,17,2,25.32,11.9,2.81
2019,8,17,3,24.47,12.51,2.77
2019,8,17,4,23.68,13.06,2.79
2019,8,17,5,23.12,13.61,2.9
2019,8,17,6,24.39,13.98,3.75
2019,8,17,7,27.15,13.18,3.92
2019,8,17,8,30.19,11.6,3.8
2019,8,17,9,33.85,9.4,3.85
2019,8,17,10,36.62,8.3,4.17
2019,8,17,11,37.87,8.36,4.42
2019,8,17,12,38.55,8.67,4.62
2019,8,17,13,38.83,9.03,4.79
2019,8,17,14,38.73,9.4,4.95
2019,8,17,15,38.19,9.83,5.09
2019,8,17,16,37.18,10.19,5.2
2019,8,17,17,35.74,10.56,5.13
2019,8,17,18,33.79,10.93,4.48
2019,8,17,19,32.21,11.35,4.96
2019,8,17,20,30.62,11.47,5.31
2019,8,17,21,29.04,11.47,4.93
2019,8,17,22,27.76,11.6,4.15
2019,8,17,23,26.73,12.02,3.53
2019,8,18,0,25.77,12.76,3.01
2019,8,18,1,24.98,13.61,2.82
2019,8,18,2,24.35,14.65,2.75
2019,8,18,3,23.9,15.38,2.46
2019,8,18,4,23.57,15.87,2.03
2019,8,18,5,23.55,16.11,2.06
2019,8,18,6,24.9,15.99,3.12
2019,8,18,7,26.93,14.71,3.48
2019,8,18,8,29.26,13.12,3.6
2019,8,18,9,31.58,11.78,3.82
2019,8,18,10,33.59,10.74,4.17
2019,8,18,11,35.06,9.95,4.41
2019,8,18,12,36.06,9.46,4.51
2019,8,18,13,36.65,9.09,4.6
2019,8,18,14,36.78,8.91,4.73
2019,8,18,15,36.35,8.91,4.98
2019,8,18,16,35.28,9.03,5.3
2019,8,18,17,33.57,9.16,5.63
2019,8,18,18,31.31,9.22,5.56
2019,8,18,19,29.4,9.16,5.51
2019,8,18,20,27.84,9.22,5.33
2019,8,18,21,26.58,9.46,4.64
2019,8,18,22,25.46,9.95,4.11
2019,8,18,23,24.4,10.62,3.53
2019,8,19,0,23.49,11.17,2.91
2019,8,19,1,22.75,11.6,2.35
2019,8,19,2,22.18,11.84,1.99
2019,8,19,3,21.75,12.02,1.78
2019,8,19,4,21.41,12.15,1.58
2019,8,19,5,21.36,12.21,1.53
2019,8,19,6,23.29,12.15,2.72
2019,8,19,7,26.35,11.54,3.37
2019,8,19,8,28.66,10.62,3.52
2019,8,19,9,30.87,9.64,3.94
2019,8,19,10,32.76,8.91,4.52
2019,8,19,11,34.12,8.3,4.98
2019,8,19,12,35,7.75,5.29
2019,8,19,13,35.48,7.39,5.49
2019,8,19,14,35.51,7.08,5.53
2019,8,19,15,35.13,6.9,5.41
2019,8,19,16,34.27,6.77,5.2
2019,8,19,17,32.92,6.84,4.73
2019,8,19,18,30.37,7.02,3.22
2019,8,19,19,28.83,7.69,3.78
2019,8,19,20,27.59,8.73,4.34
2019,8,19,21,26.3,9.89,4.06
2019,8,19,22,25.24,10.86,3.36
2019,8,19,23,24.33,11.54,2.58
2019,8,20,0,23.53,12.02,1.99
2019,8,20,1,22.81,12.45,1.58
2019,8,20,2,22.21,12.94,1.36
2019,8,20,3,21.7,13.37,1.24
2019,8,20,4,21.26,13.67,1.17
2019,8,20,5,21.13,13.98,1.13
2019,8,20,6,23.16,14.28,2.2
2019,8,20,7,26.01,14.04,2.15
2019,8,20,8,28.76,12.45,2.15
2019,8,20,9,31.6,10.68,2.35
2019,8,20,10,33.62,9.95,2.45
2019,8,20,11,35.13,9.52,2.57
2019,8,20,12,36.24,9.34,2.71
2019,8,20,13,37.01,9.09,2.85
2019,8,20,14,37.33,8.97,2.96
2019,8,20,15,37.23,8.97,3.06
2019,8,20,16,36.65,9.03,3.19
2019,8,20,17,35.54,9.22,3.14
2019,8,20,18,32.76,9.58,2.32
2019,8,20,19,31.38,10.07,3.56
2019,8,20,20,30.21,10.74,4.8
2019,8,20,21,28.86,11.47,5.06
2019,8,20,22,27.82,12.02,4.51
2019,8,20,23,27.1,12.33,3.77
2019,8,21,0,26.44,12.57,3.33
2019,8,21,1,25.74,12.94,3.1
2019,8,21,2,25.05,13.37,2.9
2019,8,21,3,24.37,13.73,2.74
2019,8,21,4,23.75,14.04,2.53
2019,8,21,5,23.31,14.22,2.49
2019,8,21,6,24.62,14.34,3.44
2019,8,21,7,27.28,13.55,3.44
2019,8,21,8,29.99,11.96,2.93
2019,8,21,9,32.41,10.56,2.85
2019,8,21,10,34.37,9.46,3.3
2019,8,21,11,35.67,8.67,3.63
2019,8,21,12,36.56,8,3.8
2019,8,21,13,37.08,7.32,3.92
2019,8,21,14,37.15,6.71,4
2019,8,21,15,36.71,6.23,4.02
2019,8,21,16,35.77,5.92,3.95
2019,8,21,17,34.3,5.86,3.55
2019,8,21,18,31.04,6.23,2.47
2019,8,21,19,29.89,7.2,4.02
2019,8,21,20,28.65,8.67,5.51
2019,8,21,21,27.01,9.95,5.95
2019,8,21,22,25.69,10.44,5.45
2019,8,21,23,24.91,10.68,4.76
2019,8,22,0,24.35,10.86,4.25
2019,8,22,1,23.76,11.11,3.84
2019,8,22,2,23.16,11.41,3.5
2019,8,22,3,22.54,11.72,3.29
2019,8,22,4,21.98,12.02,3.21
2019,8,22,5,21.49,12.33,3.23
2019,8,22,6,22.58,12.63,3.96
2019,8,22,7,25.6,12.33,4.5
2019,8,22,8,28.44,11.17,4.36
2019,8,22,9,31.02,10.13,4.11
2019,8,22,10,33.13,9.4,3.99
2019,8,22,11,34.69,8.91,4.02
2019,8,22,12,35.76,8.54,4.1
2019,8,22,13,36.44,8.24,4.19
2019,8,22,14,36.65,7.93,4.27
2019,8,22,15,36.44,7.75,4.32
2019,8,22,16,35.71,7.69,4.33
2019,8,22,17,34.49,7.81,4.06
2019,8,22,18,31.82,8.06,3.08
2019,8,22,19,30.76,8.73,4.75
2019,8,22,20,29.44,9.58,5.85
2019,8,22,21,27.93,10.31,5.85
2019,8,22,22,26.62,10.74,5.22
2019,8,22,23,25.51,11.05,4.51
2019,8,23,0,24.62,11.35,3.96
2019,8,23,1,23.88,11.6,3.46
2019,8,23,2,23.19,11.84,3.1
2019,8,23,3,22.53,12.08,2.82
2019,8,23,4,21.89,12.39,2.55
2019,8,23,5,21.39,12.7,2.57
2019,8,23,6,22.55,13.06,3.6
2019,8,23,7,25.4,12.51,3.97
2019,8,23,8,28.19,11.11,3.82
2019,8,23,9,30.69,10.19,3.63
2019,8,23,10,32.78,9.52,3.6
2019,8,23,11,34.35,8.97,3.64
2019,8,23,12,35.43,8.61,3.65
2019,8,23,13,36.12,8.36,3.66
2019,8,23,14,36.38,8.18,3.68
2019,8,23,15,36.17,8,3.7
2019,8,23,16,35.46,7.93,3.73
2019,8,23,17,34.18,7.93,3.54
2019,8,23,18,31.19,8.24,2.57
2019,8,23,19,29.96,9.09,4.15
2019,8,23,20,28.53,10.31,5.25
2019,8,23,21,26.97,11.29,5.37
2019,8,23,22,25.72,11.84,4.99
2019,8,23,23,24.87,12.15,4.26
2019,8,24,0,24.26,12.33,3.65
2019,8,24,1,23.68,12.51,3.13
2019,8,24,2,23.09,12.82,2.76
2019,8,24,3,22.53,13.18,2.54
2019,8,24,4,22.04,13.67,2.41
2019,8,24,5,21.67,14.16,2.36
2019,8,24,6,23.16,14.47,3.42
2019,8,24,7,26.23,13.61,3.5
2019,8,24,8,29.37,11.72,3
2019,8,24,9,32.08,10.38,2.46
2019,8,24,10,34.26,9.58,2.18
2019,8,24,11,35.95,8.91,2.22
2019,8,24,12,37.1,8.36,2.38
2019,8,24,13,37.83,8.06,2.63
2019,8,24,14,38.05,7.93,2.91
2019,8,24,15,37.77,7.93,3.18
2019,8,24,16,37.01,8.12,3.38
2019,8,24,17,35.65,8.48,3.1
2019,8,24,18,32.4,8.97,1.82
2019,8,24,19,31.35,9.64,2.89
2019,8,24,20,30.41,10.62,4.19
2019,8,24,21,29.05,11.66,4.7
2019,8,24,22,27.78,12.27,4.25
2019,8,24,23,26.89,12.51,3.5
2019,8,25,0,26.19,12.57,2.76
2019,8,25,1,25.54,12.7,2.26
2019,8,25,2,24.9,12.82,2.03
2019,8,25,3,24.3,13.06,1.91
2019,8,25,4,23.73,13.49,1.87
2019,8,25,5,23.31,14.04,1.9
2019,8,25,6,24.8,14.59,3.11
2019,8,25,7,27.7,13.61,3.04
2019,8,25,8,31.06,11.11,2.97
2019,8,25,9,33.84,9.77,3.22
2019,8,25,10,35.8,9.52,3.52
2019,8,25,11,37.11,9.22,3.68
2019,8,25,12,37.93,9.03,3.7
2019,8,25,13,38.33,8.97,3.72
2019,8,25,14,38.3,8.91,3.7
2019,8,25,15,37.82,9.03,3.68
2019,8,25,16,36.9,9.22,3.64
2019,8,25,17,35.51,9.52,3.53
2019,8,25,18,32.96,9.95,2.72
2019,8,25,19,31.78,10.44,4.01
2019,8,25,20,30.58,10.99,4.96
2019,8,25,21,29.3,11.29,4.86
2019,8,25,22,28.24,11.47,4.2
2019,8,25,23,27.36,11.66,3.4
2019,8,26,0,26.51,11.96,2.71
2019,8,26,1,25.72,12.39,2.2
2019,8,26,2,24.98,12.88,1.83
2019,8,26,3,24.35,13.37,1.55
2019,8,26,4,23.79,13.79,1.35
2019,8,26,5,23.42,14.16,1.24
2019,8,26,6,24.99,14.47,2.39
2019,8,26,7,27.65,13.61,2.33
2019,8,26,8,30.62,11.84,2.43
2019,8,26,9,33.39,10.5,2.77
2019,8,26,10,35.53,9.95,2.95
2019,8,26,11,36.93,9.58,3.07
2019,8,26,12,37.77,9.34,3.18
2019,8,26,13,38.19,9.09,3.3
2019,8,26,14,38.17,8.97,3.41
2019,8,26,15,37.71,8.97,3.49
2019,8,26,16,36.8,9.09,3.49
2019,8,26,17,35.52,9.22,3.25
2019,8,26,18,32.77,9.4,1.92
2019,8,26,19,31.73,9.83,2.81
2019,8,26,20,30.94,10.38,4.07
2019,8,26,21,29.81,10.86,4.73
2019,8,26,22,28.65,11.29,4.53
2019,8,26,23,27.66,11.54,3.64
2019,8,27,0,26.78,11.72,2.72
2019,8,27,1,25.98,11.84,2.08
2019,8,27,2,25.27,11.96,1.79
2019,8,27,3,24.64,12.08,1.62
2019,8,27,4,24.06,12.33,1.48
2019,8,27,5,23.65,12.63,1.39
2019,8,27,6,25.37,12.88,2.7
2019,8,27,7,28,12.63,2.98
2019,8,27,8,30.83,11.35,3.06
2019,8,27,9,33.65,9.7,3.31
2019,8,27,10,35.8,8.79,3.66
2019,8,27,11,36.94,8.54,3.79
2019,8,27,12,37.62,8.42,3.92
2019,8,27,13,37.96,8.48,4.17
2019,8,27,14,37.91,8.54,4.42
2019,8,27,15,37.47,8.73,4.64
2019,8,27,16,36.54,8.97,4.77
2019,8,27,17,35.23,9.16,4.71
2019,8,27,18,33.14,9.4,3.94
2019,8,27,19,31.86,9.7,4.72
2019,8,27,20,30.58,10.07,4.87
2019,8,27,21,29.24,10.56,4.32
2019,8,27,22,28,11.11,3.49
2019,8,27,23,26.86,11.66,2.72
2019,8,28,0,25.83,12.27,2.14
2019,8,28,1,25.02,12.88,1.95
2019,8,28,2,24.4,13.61,1.92
2019,8,28,3,23.81,14.28,1.84
2019,8,28,4,23.3,14.95,1.68
2019,8,28,5,22.98,15.44,1.57
2019,8,28,6,24.5,15.75,2.82
2019,8,28,7,26.98,14.53,3.09
2019,8,28,8,29.98,12.45,3.4
2019,8,28,9,32.69,11.17,3.83
2019,8,28,10,34.97,10.25,4.39
2019,8,28,11,36.55,9.58,4.79
2019,8,28,12,37.59,9.09,5.02
2019,8,28,13,38.15,8.79,5.22
2019,8,28,14,38.23,8.67,5.41
2019,8,28,15,37.81,8.67,5.64
2019,8,28,16,36.76,8.79,5.91
2019,8,28,17,35.06,8.85,6.08
2019,8,28,18,32.81,8.97,5.63
2019,8,28,19,31.05,9.16,5.21
2019,8,28,20,29.68,9.46,4.79
2019,8,28,21,28.51,10.13,4.32
2019,8,28,22,27.4,11.17,3.91
2019,8,28,23,26.35,12.33,3.32
2019,8,29,0,25.4,13.49,2.74
2019,8,29,1,24.53,14.47,2.37
2019,8,29,2,23.83,15.26,2.25
2019,8,29,3,23.32,15.93,2.19
2019,8,29,4,22.93,16.36,2.12
2019,8,29,5,22.65,16.54,2.06
2019,8,29,6,24.22,16.48,3.34
2019,8,29,7,26.69,15.32,3.62
2019,8,29,8,29.48,13.12,3.71
2019,8,29,9,32.52,10.56,3.89
2019,8,29,10,35.03,9.09,4.03
2019,8,29,11,36.64,8.61,4.03
2019,8,29,12,37.62,8.36,4.03
2019,8,29,13,38.11,8.18,4.02
2019,8,29,14,38.15,8.06,4.01
2019,8,29,15,37.76,8.06,4.02
2019,8,29,16,36.95,8.18,4.01
2019,8,29,17,35.6,8.36,3.67
2019,8,29,18,32.86,8.73,2.9
2019,8,29,19,31.93,9.34,4.41
2019,8,29,20,30.8,10.01,5.34
2019,8,29,21,29.39,10.68,5.13
2019,8,29,22,28.15,11.29,4.36
2019,8,29,23,27.23,12.02,3.98
2019,8,30,0,26.3,12.7,3.3
2019,8,30,1,25.52,13.43,3.08
2019,8,30,2,24.78,14.1,3.08
2019,8,30,3,24.08,14.65,3.07
2019,8,30,4,23.44,15.14,3.08
2019,8,30,5,22.94,15.44,3.14
2019,8,30,6,23.94,15.5,3.93
2019,8,30,7,26.65,14.53,4.28
2019,8,30,8,29.5,12.7,4.35
2019,8,30,9,32.59,10.38,4.26
2019,8,30,10,35.13,8.67,4.05
2019,8,30,11,36.5,8,3.87
2019,8,30,12,37.26,7.69,3.76
2019,8,30,13,37.58,7.51,3.76
2019,8,30,14,37.54,7.45,3.76
2019,8,30,15,37.08,7.45,3.8
2019,8,30,16,36.19,7.45,3.8
2019,8,30,17,34.8,7.57,3.39
2019,8,30,18,31.91,7.81,2.42
2019,8,30,19,31.11,8.3,3.93
2019,8,30,20,30.1,9.16,5.32
2019,8,30,21,28.78,10.19,5.47
2019,8,30,22,27.62,11.05,4.86
2019,8,30,23,26.56,11.78,4.25
2019,8,31,0,25.61,12.39,3.78
2019,8,31,1,24.81,12.88,3.32
2019,8,31,2,24.19,13.24,3.09
2019,8,31,3,23.63,13.55,2.74
2019,8,31,4,23.12,13.79,2.42
2019,8,31,5,22.68,14.04,2.24
2019,8,31,6,23.62,14.16,3.06
2019,8,31,7,26.12,13.18,3.14
2019,8,31,8,28.98,11.72,2.93
2019,8,31,9,32,10.38,2.6
2019,8,31,10,34.03,9.58,2.52
2019,8,31,11,35.42,8.91,2.49
2019,8,31,12,36.33,8.42,2.47
2019,8,31,13,36.86,7.87,2.52
2019,8,31,14,36.97,7.32,2.63
2019,8,31,15,36.65,6.77,2.73
2019,8,31,16,35.82,6.35,2.75
2019,8,31,17,34.27,6.1,2.39
2019,8,31,18,30.7,6.1,1.84
2019,8,31,19,29.72,6.47,3.1
2019,8,31,20,28.65,8,4.71
2019,8,31,21,27.13,10.31,5.58
2019,8,31,22,26,12.27,5.41
2019,8,31,23,25.32,13.12,4.64
2019,9,1,0,24.83,13.37,3.98
2019,9,1,1,24.31,13.43,3.46
2019,9,1,2,23.76,13.61,3.09
2019,9,1,3,23.26,13.92,2.87
2019,9,1,4,22.74,14.22,2.62
2019,9,1,5,22.33,14.47,2.51
2019,9,1,6,23.38,14.47,3.49
2019,9,1,7,26.11,13.67,4.01
2019,9,1,8,28.94,12.33,3.75
2019,9,1,9,31.56,11.29,3.24
2019,9,1,10,33.76,10.25,2.76
2019,9,1,11,35.26,9.4,2.48
2019,9,1,12,36.23,8.91,2.47
2019,9,1,13,36.86,8.54,2.66
2019,9,1,14,37.05,8.18,2.88
2019,9,1,15,36.79,7.93,3.09
2019,9,1,16,36.01,7.81,3.26
2019,9,1,17,34.64,7.63,2.94
2019,9,1,18,31.56,7.51,2.29
2019,9,1,19,30.8,7.81,4.09
2019,9,1,20,29.62,8.79,5.83
2019,9,1,21,27.89,10.07,6.06
2019,9,1,22,26.55,10.93,5.5
2019,9,1,23,25.7,11.35,4.64
2019,9,2,0,24.97,11.66,3.84
2019,9,2,1,24.28,12.02,3.19
2019,9,2,2,23.65,12.33,2.7
2019,9,2,3,23.09,12.57,2.44
2019,9,2,4,22.61,12.88,2.3
2019,9,2,5,22.24,13.12,2.42
2019,9,2,6,23.4,13.31,3.68
2019,9,2,7,26.23,12.82,4.37
2019,9,2,8,29.11,11.35,4.38
2019,9,2,9,31.78,10.31,4.1
2019,9,2,10,33.83,10.01,3.72
2019,9,2,11,35.2,9.77,3.33
2019,9,2,12,36.08,9.46,3.03
2019,9,2,13,36.63,9.16,2.92
2019,9,2,14,36.74,8.97,2.99
2019,9,2,15,36.4,8.85,3.16
2019,9,2,16,35.54,8.79,3.31
2019,9,2,17,34.16,8.79,3.09
2019,9,2,18,31.28,8.79,2.02
2019,9,2,19,30.36,9.03,3.29
2019,9,2,20,29.3,9.52,4.8
2019,9,2,21,27.6,10.31,5.42
2019,9,2,22,26.06,11.17,5.29
2019,9,2,23,25.13,11.72,4.62
2019,9,3,0,24.44,11.9,3.69
2019,9,3,1,23.75,12.08,2.85
2019,9,3,2,23.01,12.15,2.17
2019,9,3,3,22.28,12.27,1.77
2019,9,3,4,21.63,12.33,1.58
2019,9,3,5,21.05,12.39,1.5
2019,9,3,6,22.55,12.45,2.83
2019,9,3,7,24.9,12.02,3.28
2019,9,3,8,27.08,11.17,3.24
2019,9,3,9,29.23,10.31,3.29
2019,9,3,10,31.3,9.58,3.41
2019,9,3,11,32.93,9.16,3.58
2019,9,3,12,34.15,8.97,3.76
2019,9,3,13,34.92,8.91,3.98
2019,9,3,14,35.15,8.97,4.21
2019,9,3,15,34.87,9.16,4.45
2019,9,3,16,34.03,9.34,4.64
2019,9,3,17,32.63,9.58,4.68
2019,9,3,18,30.58,9.83,4.19
2019,9,3,19,29.12,10.13,4.88
2019,9,3,20,27.62,10.5,4.87
2019,9,3,21,26.28,10.93,4.37
2019,9,3,22,25.19,11.35,3.71
2019,9,3,23,24.22,11.72,2.99
2019,9,4,0,23.32,12.15,2.36
2019,9,4,1,22.53,12.51,1.92
2019,9,4,2,21.91,12.82,1.64
2019,9,4,3,21.45,13.06,1.46
2019,9,4,4,21.06,13.24,1.3
2019,9,4,5,20.76,13.37,1.19
2019,9,4,6,22.4,13.43,2.29
2019,9,4,7,25.15,13,2.84
2019,9,4,8,27.94,11.66,3.24
2019,9,4,9,30.58,10.44,3.68
2019,9,4,10,32.96,9.52,4.19
2019,9,4,11,34.59,8.97,4.5
2019,9,4,12,35.63,8.67,4.72
2019,9,4,13,36.23,8.36,4.96
2019,9,4,14,36.31,8.24,5.22
2019,9,4,15,35.9,8.18,5.44
2019,9,4,16,34.87,8.18,5.57
2019,9,4,17,33.23,8.18,5.28
2019,9,4,18,30.87,8.12,4.26
2019,9,4,19,29.3,8.18,4.21
2019,9,4,20,27.91,8.18,3.8
2019,9,4,21,26.65,8.36,3.21
2019,9,4,22,25.48,8.73,2.68
2019,9,4,23,24.44,9.34,2.17
2019,9,5,0,23.56,10.01,1.77
2019,9,5,1,22.85,10.74,1.47
2019,9,5,2,22.29,11.41,1.22
2019,9,5,3,21.84,11.96,1.03
2019,9,5,4,21.58,12.33,0.9
2019,9,5,5,21.52,12.51,0.79
2019,9,5,6,22.93,12.57,0.92
2019,9,5,7,25.92,11.41,0.97
2019,9,5,8,29.65,9.28,1.2
2019,9,5,9,32.73,8.79,2.05
2019,9,5,10,34.86,8.85,2.48
2019,9,5,11,36.41,8.67,2.8
2019,9,5,12,37.44,8.48,3.06
2019,9,5,13,38.01,8.3,3.28
2019,9,5,14,38.15,8.24,3.44
2019,9,5,15,37.8,8.24,3.47
2019,9,5,16,36.98,8.3,3.35
2019,9,5,17,35.34,8.42,2.23
2019,9,5,18,32.02,8.61,1.25
2019,9,5,19,30.92,8.97,1.51
2019,9,5,20,30.15,9.52,2.02
2019,9,5,21,29.41,10.19,2.69
2019,9,5,22,28.58,10.74,3.25
2019,9,5,23,27.71,10.99,3.4
2019,9,6,0,26.83,10.99,3.02
2019,9,6,1,25.98,11.05,2.4
2019,9,6,2,25.26,11.17,1.84
2019,9,6,3,24.7,11.29,1.47
2019,9,6,4,24.3,11.35,1.2
2019,9,6,5,24.07,11.41,1.03
2019,9,6,6,25.79,11.41,1.27
2019,9,6,7,28.58,11.05,1.18
2019,9,6,8,32.67,9.89,0.5
2019,9,6,9,35.51,9.03,0.82
2019,9,6,10,37.33,8.61,1.62
2019,9,6,11,38.44,8.42,1.99
2019,9,6,12,39.1,8.24,2.24
2019,9,6,13,39.39,8.12,2.46
2019,9,6,14,39.33,8,2.64
2019,9,6,15,38.81,7.93,2.82
2019,9,6,16,37.8,8,3.1
2019,9,6,17,36.13,8.12,2.96
2019,9,6,18,33.48,8.42,3.31
2019,9,6,19,32.34,9.09,5.39
2019,9,6,20,30.6,10.01,6.57
2019,9,6,21,28.98,10.68,6.67
2019,9,6,22,27.98,11.17,5.75
2019,9,6,23,27.2,11.54,4.72
2019,9,7,0,26.41,11.84,3.91
2019,9,7,1,25.64,12.15,3.21
2019,9,7,2,24.91,12.39,2.75
2019,9,7,3,24.3,12.57,2.5
2019,9,7,4,23.76,12.82,2.34
2019,9,7,5,23.23,13.06,2.16
2019,9,7,6,24.04,13.24,3.07
2019,9,7,7,26.62,12.45,3.17
2019,9,7,8,29.89,10.38,3.24
2019,9,7,9,32.94,9.16,3.77
2019,9,7,10,34.62,9.09,4.24
2019,9,7,11,35.69,9.09,4.66
2019,9,7,12,36.31,8.91,5.07
2019,9,7,13,36.49,8.67,5.41
2019,9,7,14,36.26,8.42,5.58
2019,9,7,15,35.63,8.3,5.6
2019,9,7,16,34.44,8.36,5.53
2019,9,7,17,32.72,8.54,5.3
2019,9,7,18,30.55,8.85,4.71
2019,9,7,19,28.99,9.09,4.95
2019,9,7,20,27.54,9.4,4.72
2019,9,7,21,26.29,9.89,4.2
2019,9,7,22,25.24,10.56,3.6
2019,9,7,23,24.36,11.29,3.04
2019,9,8,0,23.58,12.08,2.58
2019,9,8,1,22.9,12.76,2.22
2019,9,8,2,22.33,13.31,1.96
2019,9,8,3,21.9,13.79,1.81
2019,9,8,4,21.59,14.1,1.79
2019,9,8,5,21.4,14.34,1.93
2019,9,8,6,22.59,14.53,3.16
2019,9,8,7,25.33,14.16,3.72
2019,9,8,8,27.65,13.24,3.9
2019,9,8,9,29.8,12.27,4.04
2019,9,8,10,31.82,11.23,4.28
2019,9,8,11,33.35,10.44,4.43
2019,9,8,12,34.44,10.01,4.57
2019,9,8,13,35.12,9.77,4.73
2019,9,8,14,35.26,9.7,4.92
2019,9,8,15,34.89,9.83,5.2
2019,9,8,16,33.85,10.07,5.55
2019,9,8,17,32.21,10.44,5.88
2019,9,8,18,30.22,10.62,5.83
2019,9,8,19,28.58,10.74,5.66
2019,9,8,20,27.15,10.68,5.56
2019,9,8,21,25.87,10.74,4.92
2019,9,8,22,24.73,10.93,4.3
2019,9,8,23,23.73,11.29,3.58
2019,9,9,0,22.94,11.6,2.96
2019,9,9,1,22.32,11.9,2.65
2019,9,9,2,21.85,12.08,2.54
2019,9,9,3,21.42,12.27,2.35
2019,9,9,4,21.04,12.39,2.15
2019,9,9,5,20.75,12.45,2.07
2019,9,9,6,22.11,12.51,3.21
2019,9,9,7,25.01,12.27,4.14
2019,9,9,8,27.41,11.66,4.55
2019,9,9,9,29.56,10.86,4.61
2019,9,9,10,31.66,10.13,4.78
2019,9,9,11,33.4,9.58,4.97
2019,9,9,12,34.63,9.22,5.14
2019,9,9,13,35.37,8.91,5.35
2019,9,9,14,35.52,8.73,5.65
2019,9,9,15,34.97,8.61,6
2019,9,9,16,33.58,8.54,6.25
2019,9,9,17,31.48,8.67,6.16
2019,9,9,18,29.05,9.03,5.42
2019,9,9,19,27.31,9.64,4.98
2019,9,9,20,25.9,10.31,4.63
2019,9,9,21,24.73,11.17,4.2
2019,9,9,22,23.76,11.9,3.74
2019,9,9,23,22.98,12.45,3.15
2019,9,10,0,22.3,12.76,2.61
2019,9,10,1,21.69,12.94,2.22
2019,9,10,2,21.16,13.12,1.97
2019,9,10,3,20.73,13.18,1.79
2019,9,10,4,20.33,13.24,1.65
2019,9,10,5,19.99,13.31,1.57
